,wideClass,mass (g)
30221,L,32.0
30222,CV,134.0
30223,H,134.0
30224,L,971.0
30225,L,116.0
30226,L,292.0
30227,H,159.0
30228,CO,55.0
30229,LL,72.0
30230,L,53.0
30231,CK,20.0
30232,LL,119.0
30233,LL,72.0
30234,H,647.0
30235,L,170.0
30236,L,379.0
30237,L,76.0
30238,H,59.0
30239,L,40.0
30240,L,7.0
30241,CV,13.0
30242,H,20.0
30243,Eucrite,26.0
30244,Eucrite,48.0
30245,LL,36.0
30246,CV,54.0
30247,H,73.0
30248,L,64.0
30249,L,42.0
30250,CO,13.0
30251,CV,782.0
30252,L,216.0
30253,L,115.0
30254,CV,146.0
30255,CV,59.0
30256,L,1440.5
30257,L,1350.0
30258,CV,220.0
30259,Ureilite,59.0
30260,L,1000.0
30261,L,53.0
30262,H,78.3
30263,H,10.7
30264,EL,12.1
30265,LL,64.0
30266,Mesosiderite,2254.0
30267,L,610.0
30268,L,1604.0
30269,CM,16.1
30270,L,2377.0
30271,LL,26.6
30272,LL,260.0
30273,Achondrite,50.0
30274,L,600.0
30275,CM,40.0
30276,Mesosiderite,143.0
30277,CO,63.9
30278,LL,263.0
30279,H,1300.0
30280,LL,36.6
30281,CM,19.01
30282,Eucrite,4.11
30283,L,2850.0
30284,L,223.0
30285,LL,580.0
30286,H,43418.0
30287,LL,188.0
30288,LL,3099.0
30289,H,2318.0
30290,H,1640.0
30291,H,45326.0
30292,H,312.0
30293,EL,105.0
30294,LL,400.0
30295,L,160.1
30296,LL,17.3
30297,H,191.34
30298,H,153.57
30299,H,240.5
30300,L,543.0
30301,Martian,17.0
30302,CV,1446.0
30303,CV,411.0
30304,H,2467.0
30305,Lunar,5.28
30306,L,137.0
30307,LL,1780.0
30308,R,141.6
30309,Ureilite,60.1
30310,LL,385.0
30311,L,1148.5
30312,H,108.0
30313,H,78.0
30314,H,1692.0
30315,L,89.0
30316,L,691.0
30317,Angrite,107.0
30318,L,440.0
30319,L,375.0
30320,Eucrite,22.0
30321,CV,92.0
30322,CV,39.0
30323,CO,268.0
30324,CR,194.0
30325,CM,24.0
30326,LL,51.6
30327,H,301.3
30328,LL,93.2
30329,Aubrite,2200.0
30330,L,500.0
30331,Ureilite,70.0
30332,L,200.0
30333,L,520.0
30334,L,1280.0
30335,L,310.0
30336,L,150.0
30337,Ureilite,26.0
30338,CV,341.0
30339,H,2715.0
30340,CV,395.0
30341,Eucrite,191.0
30342,H,87.0
30343,Eucrite,131.0
30344,LL,1830.0
30345,L,505.0
30346,L,558.0
30347,L,124.0
30348,L,988.0
30350,L,54.0
30351,L,42.0
30352,H,23.0
30353,H,32.0
30354,L,1183.0
30355,L,6760.0
30357,LL,816.0
30358,L,13000.0
30359,CK,276.0
30360,Eucrite,404.0
30361,L,1447.0
30362,CO,607.0
30363,CV,4932.0
30364,Martian,180.0
30365,Martian,310.0
30366,Eucrite,73.2
30368,R,340.0
30369,CV,202.0
30370,Lunar,413.0
30371,L,654.0
30372,Ureilite,220.0
30373,Eucrite,787.0
30375,CO,78.0
30376,Martian,58.7
30377,LL,115.0
30378,Lunar,372.6
30379,CV,197.0
30380,Ureilite,380.0
30381,LL,342.0
30382,L,84.9
30383,Howardite,50.4
30385,Diogenite,246.0
30386,Eucrite,20.04
30387,LL,40.0
30388,LL,188.0
30389,Diogenite,113.42
30390,Eucrite,220.0
30391,LL,102.0
30393,H,35.1
30394,Brachinite,20.0
30396,R,18.3
30397,Ureilite,272.0
30398,LL,264.0
30400,Lodranite,778.0
30401,LL,777.0
30402,LL,147.0
30403,Eucrite,80.3
30404,L,6414.0
30406,Martian,52.0
30407,Acapulcoite,109.0
30408,H,109.0
30409,LL,501.0
30410,Achondrite,345.0
30411,Eucrite,60.1
30412,H,217.44
30413,H,493.18
30414,Howardite,145.77
30416,Eucrite,111.07
30417,Howardite,63.21
30418,CV,59.3
30419,Ureilite,88.0
30420,Eucrite,82.55
30421,Iron,4908.0
30422,L,18000.0
30423,LL,86.0
30424,LL,58.0
30425,L,243.0
30427,L,49.7
30428,L,56.0
30429,H,55.0
30430,L,450.0
30431,L,314.0
30432,LL,269.3
30433,L,1537.0
30434,LL,1519.0
30435,Ureilite,187.12
30437,Mesosiderite,37.48
30438,Eucrite,35.59000000000001
30439,H,1289.39
30440,R,650.0
30441,Diogenite,2290.0
30442,L,15.5
30443,L,18.9
30444,L,193.8
30445,L,20.6
30446,L,23.4
30447,L,27.7
30448,LL,39.9
30449,L,45.0
30450,L,52.4
30451,LL,61.7
30452,H,76.59999999999998
30453,LL,40.2
30454,Eucrite,329.0
30455,Acapulcoite,125.0
30456,Eucrite,51.69
30457,Mesosiderite,131.0
30458,Martian,392.0
30459,Brachinite,50.8
30460,L,375.0
30462,LL,28.4
30463,L,640.0
30464,L,365.0
30465,L,2490.0
30466,LL,14.6
30467,L,130.2
30468,Martian,2130.0
30469,H,1000.0
30470,EL,995.59
30471,LL,53.0
30472,H,52.3
30473,L,136.2
30474,LL,89.7
30475,H,989.0
30476,L,43.7
30477,H,89.62
30478,H,168.75
30479,H,17.0
30480,L,1830.0
30481,L,5440.0
30482,L,175.0
30483,H,24.0
30484,LL,270.0
30485,EL,170.0
30486,L,140.0
30487,L,405.0
30488,LL,151.17
30489,L,1844.0
30490,H,648.0
30491,L,2282.0
30492,LL,264.0
30493,L,1481.0
30494,L,1521.0
30495,L,400.19
30496,Martian,80.2
30497,L,562.32
30498,L,616.18
30499,LL,136.35
30500,CV,1004.18
30501,L,58.0
30502,L,45.5
30503,H,27.5
30504,H,58.5
30505,Howardite,428.0
30506,Eucrite,360.12
30507,L,1630.0
30508,H,404.61
30509,Eucrite,259.0
30510,R,248.0
30511,Diogenite,1050.0
30512,L,306.46
30513,L,808.77
30514,Lunar,503.0
30515,H,3553.0
30516,L,2144.67
30517,Eucrite,788.4
30518,H,423.0
30519,L,1101.0
30520,Brachinite,320.0
30521,H,964.0
30522,Martian,2040.0
30523,L,572.0
30524,L,1680.0
30525,L,45.75
30526,H,106.3
30527,L,35.1
30528,L,280.5
30529,L,51.6
30530,L,385.5
30531,Howardite,196.0
30532,LL,17.53
30533,R,49.71
30534,L,439.0
30535,R,23620.0
30536,Eucrite,160.0
30537,Eucrite,77.0
30538,LL,374.0
30539,LL,650.14
30540,L,2028.0
30541,LL,3450.0
30542,H,1550.0
30543,H,126.8
30544,L,614.6
30545,L,759.0
30546,L,73.4
30547,H,34.2
30548,L,80.0
30549,L,154.2
30550,L,189.3
30551,R,12000.0
30552,L,254.0
30553,CR,868.0
30554,Ureilite,210.0
30555,Achondrite,84.0
30556,H,736.0
30557,L,30000.0
30558,Howardite,128.0
30559,Eucrite,176.0
30560,L,1300.0
30561,Eucrite,77.3
30562,R,352.0
30563,CK,225.0
30564,Eucrite,830.0
30565,Eucrite,1200.0
30566,Eucrite,300.0
30567,Howardite,270.0
30568,L,267.0
30569,L,20000.0
30570,L,1302.0
30571,L,1063.0
30572,LL,407.0
30573,L,171.0
30574,L,520.0
30575,H,316.0
30576,LL,51.0
30577,CM,12.0
30578,CK,41.0
30579,LL,714.0
30580,Eucrite,402.0
30581,Eucrite,754.0
30582,Eucrite,90.0
30583,LL,246.0
30584,Howardite,277.0
30585,H,31.0
30586,LL,51.0
30587,H,394.9
30588,L,126.0
30589,L,195.0
30590,L,51.0
30591,L,1877.0
30592,L,1963.0
30593,CV,864.0
30594,L,26.0
30595,R,825.0
30596,H,81.4
30597,L,176.5
30598,L,320.8
30599,L,255.1
30600,L,146.4
30601,L,97.5
30602,CV,1581.0
30603,Brachinite,320.0
30604,LL,159.0
30605,LL,111.0
30606,Diogenite,413.0
30607,Eucrite,249.0
30608,L,834.0
30609,LL,1086.0
30610,Lunar,916.0
30611,LL,193.0
30612,CV,222.0
30613,LL,226.0
30614,CK,1100.0
30615,L,402.0
30616,H,700.0
30617,H,140.0
30618,H,154.0
30619,L,2242.0
30620,EL,147.0
30621,H,29.0
30622,H,61.0
30623,L,46.0
30624,H,41.3
30625,H,99.5
30626,H,60.0
30627,H,31.0
30628,L,19.7
30629,L,148.0
30630,CO,854.0
30631,Martian,195.8
30632,L,62.8
30633,LL,1015.0
30634,LL,145.0
30635,H,270.0
30636,CK,767.0
30637,L,11115.0
30638,Eucrite,2480.0
30639,L,247.0
30640,L,106.0
30641,L,6288.0
30642,CR,250.0
30643,L,2230.0
30644,Mesosiderite,2280.0
30645,L,109.0
30646,H,295.7
30647,Ureilite,309.0
30648,L,100.0
30649,L,882.0
30650,LL,276.6
30651,L,897.0
30652,LL,442.0
30653,L,172.0
30654,H,2500.0
30655,L,5146.0
30656,L,663.0
30657,CV,4236.0
30658,L,241.0
30659,H,1708.0
30660,Achondrite,123.72
30661,LL,846.0
30662,Eucrite,73.0
30663,L,609.0
30664,H,314.0
30665,H,73.9
30666,Ureilite,3146.0
30667,L,288.0
30668,LL,232.0
30669,L,181.0
30670,Eucrite,712.0
30671,CV,125.0
30672,LL,275.0
30673,CV,444.0
30674,L,3800.0
30675,H,1316.0
30676,CO,50.0
30677,CK,120.0
30678,CV,100.0
30679,Ureilite,15.0
30680,H,81.0
30681,CH,18.1
30683,Eucrite,50.0
30684,H,123.0
30685,Eucrite,124.0
30686,Eucrite,279.0
30687,L,2441.0
30688,Mesosiderite,87.0
30689,Ureilite,313.0
30690,LL,211.0
30691,LL,487.0
30692,R,53.0
30693,H,1255.0
30694,Howardite,119.0
30695,H,85.0
30696,CK,71.0
30697,H,2500.0
30698,Martian,32.0
30699,L,155.0
30700,L,1000.0
30701,LL,250.0
30702,Lunar,633.0
30703,LL,373.0
30704,L,81.0
30705,H,550.0
30706,LL,1835.0
30707,LL,1900.0
30708,L,210.0
30709,LL,490.0
30710,L,874.0
30711,L,868.0
30712,L,140.0
30713,H,1440.0
30714,H,32.0
30715,H,70.0
30716,H,112.0
30717,H,320.0
30718,L,150.0
30719,LL,250.0
30720,LL,15.0
30721,Eucrite,70.0
30722,LL,300.0
30723,Ureilite,25.0
30724,L,3280.0
30725,Ureilite,10.0
30726,L,20000.0
30727,LL,160.0
30728,LL,2600.0
30729,CK,305.0
30731,Eucrite,124.0
30732,H,13000.0
30733,L,80.0
30734,H,730.0
30735,Howardite,49.0
30736,H,461.0
30737,H,91.0
30738,L,269.0
30739,H,95.0
30740,L,31.5
30741,H,49.8
30742,EL,71.90000000000002
30743,H,30.1
30744,LL,145.0
30745,H,4920.0
30746,H,220.5
30747,L,29.2
30748,H,33.2
30749,L,2073.0
30750,H,1352.3
30751,LL,235.8
30752,Eucrite,49.3
30754,Eucrite,26.9
30755,L,646.9
30756,LL,127.8
30757,H,190.2
30758,H,299.7
30759,L,600.7000000000002
30760,LL,298.1
30764,Diogenite,20.15
30765,LL,30.3
30766,CR,586.0
30767,LL,2300.0
30768,L,1070.0
30769,H,365.0
30770,H,236.0
30771,H,625.0
30772,H,585.0
30773,H,39.0
30778,H,500.0
30782,L,42.0
30783,L,450.0
30784,H,446.0
30785,L,1422.0
30786,L,4280.0
30787,LL,1850.0
30788,R,198.4
30789,CR,5000.0
30790,L,6870.0
30791,LL,320.0
30792,L,547.0
30793,L,800.0
30794,L,359.0
30795,H,382.0
30796,LL,712.0
30797,Martian,104.0
30798,H,254.0
30800,H,5.1
30801,H,64.5
30802,L,71.2
30803,H,48.7
30804,H,738.0
30805,R,55.0
30806,L,3450.0
30807,H,412.0
30808,H,1104.0
30809,L,3660.0
30810,H,382.0
30811,L,660.0
30812,LL,230.0
30813,H,2875.0
30814,L,8012.0
30815,L,1227.0
30816,H,4850.0
30817,H,629.0
30818,R,36.0
30819,LL,12.0
30820,H,1851.0
30821,L,4508.0
30822,H,5300.0
30823,R,695.0
30824,CR,174.0
30825,Ureilite,720.0
30826,Iron,45000.0
30827,H,14600.0
30828,Martian,320.0
30829,H,345.0
30830,LL,238.0
30831,Iron,75300.0
30832,Iron,32000.0
30833,H,209.0
30834,H,279.0
30835,H,139.0
30836,L,972.0
30837,L,263.0
30838,L,247.0
30839,,100000.0
30840,H,62.0
30841,L,22.0
30843,L,22.0
30844,H,48.0
30845,L,28.0
30846,L,20.0
30847,LL,80.0
30848,H,182.0
30849,H,424.0
30850,L,512.0
30851,LL,61.2
30852,H,110.0
30853,L,106.0
30854,L,24.4
30855,H,17.5
30856,H,74.59999999999998
30857,L,70.6
30858,L,50.8
30859,L,45.8
30860,H,54.0
30861,L,39.7
30862,L,176.0
30863,L,95.8
30864,LL,74.59999999999998
30865,L,616.0
30866,H,278.0
30867,H,158.0
30868,H,529.0
30869,L,26399.0
30870,H,1031.0
30871,L,1714.0
30872,H,355.0
30873,H,897.0
30874,H,201.0
30875,H,424.0
30876,L,197.0
30877,Iron,415.0
30878,OC,997.0
30879,LL,102.0
30880,LL,179.0
30881,LL,19.2
30882,Iron,20.0
30883,LL,44.0
30884,E,2250.0
30885,L,1100.0
30886,L,170.0
30887,L,600.0
30888,R,722.0
30889,LL,187.0
30890,LL,2164.0
30891,H,110.0
30892,LL,83.0
30893,LL,89.0
30894,H,69.8
30895,L,90.0
30896,L,975.0
30897,L,453.0
30898,CV,146.0
30899,L,611.0
30900,LL,292.0
30901,H,560.0
30902,L,222.9
30903,Martian,456.0
30904,Eucrite,330.0
30908,H,3470.0
30909,L,242.0
30910,H,70.0
30913,H,51.5
30914,Iron,100.0
30918,L,950.7
30961,H,1304.2
30963,H,5208.9
30964,H,20.92
30965,H,123.5
30973,H,42.0
30976,Howardite,1780.0
30979,H,198.96
30983,L,4.6
30984,H,11.1
30985,LL,19.0
30986,H,0.7
30987,H,2.3
30988,H,24.3
30989,L,3.4
30990,H,8.4
30991,L,52.9
30992,L,33.6
30993,L,14.1
30994,L,7.3
30995,H,9.4
30996,L,63.9
30997,H,17.5
30998,L,4.9
30999,H,105.2
31000,L,786.3
31001,H,13.0
31003,L,587.4
31038,Relict,
31039,Relict,
31040,Relict,
31041,Relict,
31045,Relict,
31046,Relict,
31052,Relict,
31053,Relict,
31055,Relict,
31056,Relict,
31057,Relict,
31058,Relict,
31059,Relict,
31060,Relict,
31061,Relict,0.0
31062,Relict,0.0
31063,Relict,0.0
31064,Relict,0.0
31065,Relict,0.0
31066,Relict,0.0
31067,Relict,0.0
31068,Relict,0.0
31069,Relict,0.0
31070,Relict,0.0
31071,Relict,0.0
31072,Relict,0.0
31073,Relict,0.0
31074,Relict,0.0
31075,Relict,0.0
31076,Relict,0.0
31077,Relict,0.0
31103,L,9158.0
31110,L,1300.0
31111,L,2900.0
31114,H,162.0
31115,H,321.0
31116,L,3155.0
31117,H,222.0
31118,L,67.0
31119,L,1075.0
31120,H,25.0
31121,H,238.0
31122,L,360.0
31123,L,46.0
31124,H,360.0
31125,H,46.0
31126,L,3650.0
31133,LL,2000.0
31134,L,2407.0
31135,H,368.0
31136,L,8250.0
31137,H,1802.0
31138,H,1035.0
31139,H,120.0
31140,H,1569.0
31143,CM,1370.0
31151,L,1.73
31152,LL,5908.4
31153,LL,1674.1
31154,LL,343.4
31155,LL,103.6
31156,L,15.9
31157,L,19.7
31158,L,6.3
31159,L,13.4
31160,LL,8.3
31161,LL,5.6
31162,H,6.8
31163,H,2.4
31164,H,5.1
31165,H,14.3
31166,L,9.1
31167,LL,13.6
31168,L,9.0
31169,L,5.6
31170,LL,2.5
31171,L,1.8
31172,L,2.7
31173,L,3.9
31174,L,2.9
31175,L,2.7
31176,H,4.3
31177,L,5.6
31178,H,2.2
31179,LL,3.3
31180,H,1.6
31181,L,8.0
31182,H,9.2
31183,H,18.4
31184,L,7.4
31185,L,14.4
31186,L,5.9
31187,L,6.1
31188,H,3.8
31189,H,3.2
31190,H,3.1
31191,L,11.4
31192,H,4.0
31193,H,4.4
31194,H,4.0
31195,LL,2.4
31196,L,2.0
31197,LL,1.1
31198,H,1.8
31199,L,2.4
31200,H,2.7
31201,L,2.4
31202,L,1.4
31203,L,7.2
31204,L,8.4
31205,L,2.7
31206,L,2.8
31207,H,1.8
31208,L,19.8
31209,L,2.0
31210,H,6.3
31211,L,2.8
31212,H,1.6
31213,L,1.6
31214,L,8.5
31215,L,1.2
31216,H,6.2
31217,H,3.3
31218,L,1.3
31219,L,3.5
31220,L,1.8
31221,L,4.1
31222,L,2.0
31223,H,4.0
31224,H,2.9
31225,H,2.4
31226,L,4.5
31227,L,3.0
31228,H,1.1
31229,H,2.0
31230,L,2.8
31231,L,2.0
31232,H,3.8
31233,L,4.0
31234,H,5.1
31235,H,2.5
31236,L,3.1
31237,H,6.0
31238,H,1.8
31239,H,10.6
31240,H,11.6
31241,L,4.3
31242,CR,459.4
31243,L,2.1
31244,L,15.7
31245,L,2.1
31246,L,2.4
31247,L,4.1
31248,L,2.7
31249,H,4.1
31250,L,1.5
31251,H,5.2
31252,L,2.5
31253,H,2.4
31254,H,1.7
31255,H,2.4
31256,H,1.6
31257,L,1.4
31258,H,3.0
31259,L,1.3
31260,L,1.1
31261,H,2.1
31262,L,16.0
31263,LL,9.3
31264,L,9.4
31265,LL,7.3
31266,L,6.8
31267,L,5.5
31268,H,6.6
31269,L,4.8
31270,L,5.5
31271,L,1.1
31272,L,1.4
31273,L,2.5
31274,H,4.2
31275,L,3.3
31276,L,1.4
31277,L,0.7
31278,L,0.9
31279,L,1.0
31280,L,1.0
31281,L,0.6
31336,L,159.0
31337,L,1728.0
31339,LL,19.5
31340,H,41.5
31341,Pallasite,2.7
31342,LL,10.9
31343,L,0.2
31344,EL,0.75
31345,H,12.95
31346,H,25.6
31347,H,10.17
31348,LL,8.9
31349,L,3.75
31350,L,7.5
31351,LL,12.2
31352,LL,62.8
31353,H,4.4
31354,H,2.0
31355,LL,44.2
31356,L,8.5
31357,H,0.3
31358,H,20.9
31359,Eucrite,8.5
31360,H,20.7
31361,EH,20.9
31362,H,4.5
31363,H,5.1
31364,Acapulcoite,29.0
31365,EH,4.5
31366,LL,13.9
31367,H,7.0
31368,Diogenite,14.2
31369,L,134.6
31370,L,130.1
31371,L,3.6
31372,L,67.6
31373,L,354.0
31374,H,451.3
31375,H,308.6
31376,L,401.9
31377,L,220.46
31378,H,661.6
31379,Lunar,22.4
31380,Diogenite,19.1
31381,Howardite,22.5
31382,CM,70.8
31383,CM,2.6
31384,CM,58.9
31385,Howardite,41.0
31386,Howardite,21.2
31387,Howardite,16.8
31388,Howardite,23.9
31389,Diogenite,2.4
31390,Howardite,3.1
31391,Howardite,11.7
31392,LL,77.98
31393,LL,74.56999999999998
31394,LL,34.66
31395,LL,67.11
31396,LL,44.82
31397,H,78.98999999999998
31398,LL,106.79
31399,LL,98.44
31400,H,24.46
31401,L,10.39
31402,H,13.76
31403,H,3.73
31404,H,46.4
31405,L,34.59
31406,H,2.17
31407,L,29.09
31408,H,22.39
31409,LL,8.84
31410,H,1.66
31411,H,9.41
31412,H,15.92
31413,L,4.03
31414,LL,14.44
31415,LL,9.18
31416,L,277.3
31417,L,1.21
31418,H,23.76
31419,H,25.47
31420,L,4.71
31421,L,4.04
31422,LL,15.21
31423,CM,9.78
31424,H,20.76
31425,H,43.37
31426,LL,33.85
31427,H,2.16
31428,LL,27.14
31429,LL,40.79
31430,H,2.28
31431,L,6.64
31432,L,19.41
31433,H,25.9
31434,L,5.5
31435,H,2.1
31436,H,5.6
31437,H,5.5
31438,Howardite,3.63
31439,Howardite,57.07
31440,H,4751.3
31441,LL,640.1
31442,LL,244.2
31443,H,518.0
31444,L,1175.0
31445,LL,1021.9
31446,LL,259.6
31447,LL,147.03
31448,L,224.76
31449,L,96.65
31450,LL,113.92
31451,LL,25.61
31452,H,2.99
31453,L,11.5
31460,L,245.5
31589,LL,217.4
31804,H,235.2
32003,H,1213.0
32009,H,1667.0
32018,H,1250.0
32019,H,180.0
32021,L,4334.0
32022,L,10000.0
32023,L,3000.0
32024,L,420.0
32025,LL,2995.0
32028,H,8.9
32029,L,648.0
32031,H,42000.0
32044,,100000.0
32047,H,42.8
32048,L,1062.0
32054,LL,124.6
32057,Iron,2768.0
32067,LL,7269.0
32068,L,150.0
32069,,100000.0
32072,L,69.7
32074,LL,1007.5
32075,LL,0.96
32076,LL,7.39
32077,H,4.33
32078,H,9.86
32079,LL,0.77
32080,H,4.38
32081,H,18.010000000000005
32082,LL,0.79
32083,H,5.28
32084,H,136.62
32085,H,19.51
32086,LL,12.12
32087,H,6.42
32088,H,12.97
32089,H,9.04
32090,H,4.62
32091,L,4.71
32092,LL,4.61
32093,LL,3.88
32094,LL,15.47
32095,LL,18.1
32096,LL,5.06
32097,LL,10.36
32098,H,11.25
32099,LL,17.18
32100,LL,3.8
32101,LL,5.43
32102,LL,4.76
32103,H,15.36
32104,LL,1.26
32105,LL,11.55
32106,L,5.39
32107,H,12.85
32108,L,219.7
32109,LL,8.68
32110,H,9.59
32111,H,1.82
32112,LL,5.49
32113,H,10.56
32114,LL,1.3
32115,H,14.79
32116,LL,19.69
32117,H,2.19
32118,H,7.86
32119,H,5.93
32120,L,0.83
32121,L,1.2
32122,L,4.6
32123,H,12.14
32124,LL,1.32
32125,H,2.0
32126,H,3.8
32127,L,0.5
32128,LL,1.0
32129,LL,2.1
32130,LL,9.6
32131,LL,4.8
32132,LL,7.8
32133,Diogenite,8.59
32134,H,3.6
32135,LL,286.6
32136,L,91.44
32137,H,26.78
32138,H,122.62
32139,H,82.82
32140,H,50.99
32141,H,60.66
32142,L,73.34
32143,H,50.63
32144,LL,58.48
32145,LL,24.9
32146,H,15.35
32147,L,11.5
32148,H,6.04
32149,H,5.88
32150,H,9.94
32151,LL,1.9
32152,LL,0.55
32153,L,3.17
32154,LL,51.54
32155,H,25.46
32156,H,29.1
32157,LL,26.66
32158,LL,14.45
32159,LL,15.23
32160,H,37.88
32161,L,9.66
32162,H,29.23
32163,LL,27.09
32194,L,141.4
32280,L,35.3
32323,H,126.0
32409,H,101.4
32710,CV,89.6
32839,H,192.7
32925,H,47.3
33011,H,130.7
33054,L,126.6
33441,H,124.1
33696,H,94.7
33780,H,27.5
33822,H,120.0
34116,H,151.9
34158,L,86.1
34200,H,103.8
34452,H,103.6
34663,H,100.2
34999,H,62.6
35293,LL,86.4
35461,H,61.9
35544,L,13901.0
35545,L,20.0
35554,H,75.7
35555,H,475.15
35556,H,95.44
35557,H,43.83
35558,H,56.65
35559,H,33.28
35560,H,1940.66
35561,L,7.8
35562,H,21.96
35563,H,23.16
35564,H,120.59
35565,H,23.11
35566,H,305.21
35567,H,5591.0
35568,H,295.83
35569,L,115.43
35570,H,70.12
35571,H,35.8
35572,H,546.12
35573,H,112.18
35574,H,59.07
35575,H,89.93
35576,H,107.09
35577,H,12.07
35578,H,4.94
35579,H,342.66
35580,H,1174.41
35581,H,26.84
35582,H,12.44
35583,H,4.92
35584,H,195.35
35585,L,13.48
35586,H,22.72
35587,LL,61.13
35588,H,30.74
35589,H,60.0
35590,H,131.41
35591,H,529.63
35592,H,7.4
35593,H,23.8
35594,H,78.36
35595,L,88.87
35596,L,548.17
35597,H,97.864
35598,H,27.925
35599,H,85.28
35600,L,136.99
35601,L,97.53
35602,H,200.51
35603,H,39.81
35604,H,475.96
35605,H,275.28
35606,H,17.95
35607,Ureilite,420.0
35608,L,466.0
35609,H,146.0
35610,L,1499.0
35611,H,142.4
35612,Mesosiderite,487.26
35613,R,249.4
35614,Mesosiderite,18250.0
35615,Mesosiderite,4194.0
35616,L,10248.8
35617,L,742.79
35618,L,251.03
35619,L,202.01
35620,H,50.13
35621,H,100.47
35622,H,58.95
35623,Chondrite,143.03
35624,H,22.54
35625,H,4.99
35626,H,240.31
35627,H,15.32
35628,L,584.91
35629,H,184.6
35630,H,13.59
35631,L,470.16
35632,L,247.64
35633,CV,48.29
35634,L,62.7
35635,H,31.89
35636,L,231.66
35637,H,452.25
35638,L,632.4
35639,L,1226.2
35640,L,417.35
35641,H,78.52
35642,H,154.49
35643,H,202.53
35644,H,350.3
35645,H,121.69
35646,L,988.4
35647,H,111.51
35648,H,43.2
35649,H,85.23
35650,H,205.43
35651,L,120.08
35652,H,85.19
35653,L,77.2
35654,LL,96.62
35655,L,77.7
35656,H,43.14
35657,H,21.63
35658,H,2841.0
35659,Ureilite,579.0
35660,L,23.5
35661,R,167.67
35662,H,31.1
35663,CV,97.3
35664,L,7171.0
35665,H,522.0
35666,R,183.97
35667,H,107.8
35668,L,34.27
35669,H,58.44
35670,H,97.55
35671,L,243.4
35672,H,102.4
35673,L,259.7
35674,LL,425.0
35675,L,578.0
35677,L,101.15
35678,Mesosiderite,5130.0
35679,LL,117.1
35680,H,956.8
35681,H,438.2
35682,L,881.7
35683,L,8904.0
35684,L,48.9
35685,L,163.3
35686,H,278.5
35687,L,963.6
35688,L,12800.0
35689,H,47.0
35690,H,3208.7
35691,H,648.4
35692,H,203.7
35693,H,132.0
35694,H,447.7
35695,LL,1489.6
35696,L,269.3
35697,H,4445.2
35698,Diogenite,1962.0
35699,L,73.3
35700,H,123.5
35701,L,446.8
35702,L,138.2
35703,L,1991.7
35704,H,31.0
35705,L,52.9
35706,H,227.7
35707,L,49.3
35708,L,706.9
35709,L,389.2
35710,L,53.1
35711,L,419.9
35712,L,86.8
35713,H,161.7
35714,H,103.0
35715,H,373.4
35716,L,130.8
35717,H,165.2
35718,H,327.5
35719,H,1352.0
35720,Brachinite,1435.43
35721,H,1223.2
35722,H,20.3
35723,H,472.7
35724,H,111.3
35725,H,219.0
35726,H,2.9
35727,L,2706.0
35728,L,237.2
35729,L,1172.4
35730,H,948.4
35731,L,1002.3
35732,H,171.9
35733,H,264.4
35734,L,161.8
35735,L,63.2
35736,L,850.8
35737,H,65.4
35738,L,199.0
35739,L,1732.7
35740,H,80.45
35741,L,1130.0
35742,L,360.0
35743,H,123.74
35744,H,100.68
35745,L,80.48
35746,L,9.79
35747,H,4.92
35748,H,1119.8
35749,H,934.7
35750,H,1035.8
35751,L,414.1
35752,L,325.37
35753,H,519.3
35754,H,1192.0
35755,H,41.49
35756,H,226.85
35757,H,178.93
35758,H,37.67
35759,L,31.0
35760,H,16.97
35761,H,47.71
35762,L,5.18
35763,L,34.9
35764,H,143.6
35765,H,3873.8
35766,H,61.02
35767,L,39.13
35768,L,2781.2
35769,L,17.63
35770,H,4.91
35771,H,5.51
35772,L,229.65
35773,L,69.76
35774,H,611.62
35775,H,334.46
35776,H,229.46
35777,L,15.8
35778,H,352.78
35779,H,172.47
35780,H,129.43
35781,LL,182.42
35782,LL,61.03
35783,H,123.77
35784,LL,52.29
35785,H,156.48
35786,L,31.94
35787,H,193.77
35788,H,416.27
35789,H,1649.2
35790,L,126.73
35791,H,457.8
35792,L,1628.1
35793,L,11.33
35794,H,266.01
35795,Mesosiderite,5026.0
35796,LL,2275.0
35797,H,254.27
35798,H,49.65
35799,L,3.46
35800,L,785.1
35801,H,0.69
35802,H,21.95
35803,H,0.4
35804,H,2.24
35805,H,0.18
35806,L,982.5
35807,H,30.29
35808,L,1118.8
35809,L,289.6
35810,L,6319.0
35811,H,11.61
35812,L,473.8
35813,H,100.94
35814,H,1.25
35815,H,0.61
35816,L,0.26
35817,H,0.51
35818,H,0.68
35819,H,0.37
35820,H,0.27
35821,H,0.28
35822,H,1.02
35823,H,0.26
